0.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.201201201201201191e-02 1.000000000000000000e+00 1.000000000000000000e+00
2.402402402402402382e-02 1.000000000000000000e+00 1.000000000000000000e+00
3.603603603603603572e-02 1.000000000000000000e+00 1.000000000000000000e+00
4.804804804804804763e-02 1.000000000000000000e+00 1.000000000000000000e+00
6.006006006006005954e-02 1.000000000000000000e+00 1.000000000000000000e+00
7.207207207207207145e-02 1.000000000000000000e+00 1.000000000000000000e+00
8.408408408408407642e-02 1.000000000000000000e+00 1.000000000000000000e+00
9.609609609609609526e-02 1.000000000000000000e+00 1.000000000000000000e+00
1.081081081081081141e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.201201201201201191e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.321321321321321240e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.441441441441441429e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.561561561561561617e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.681681681681681528e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.801801801801801717e-01 1.000000000000000000e+00 1.000000000000000000e+00
1.921921921921921905e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.042042042042042094e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.162162162162162282e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.282282282282282193e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.402402402402402382e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.522522522522522292e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.642642642642642481e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.762762762762762669e-01 1.000000000000000000e+00 1.000000000000000000e+00
2.882882882882882858e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.003003003003003046e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.123123123123123235e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.243243243243243423e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.363363363363363057e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.483483483483483245e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.603603603603603434e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.723723723723723622e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.843843843843843811e-01 1.000000000000000000e+00 1.000000000000000000e+00
3.963963963963963999e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.084084084084084187e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.204204204204204376e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.324324324324324564e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.444444444444444198e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.564564564564564386e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.684684684684684575e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.804804804804804763e-01 1.000000000000000000e+00 1.000000000000000000e+00
4.924924924924924952e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.045045045045044585e-01 1.000000000000000000e+00 1.000000000000000000e+00
5.165165165165165329e-01 1.000000000000000000e+00 1.000000000000000000e+00
